"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 30 15:51:22 UTC 2021","Tue Nov 30 15:51:26 UTC 2021","3131","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module state should toggle to an inverse state",""
"passed","Tue Nov 30 15:51:20 UTC 2021","Tue Nov 30 15:51:22 UTC 2021","2433","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module should be disabled by default",""
"passed","Tue Nov 30 15:51:28 UTC 2021","Tue Nov 30 15:51:30 UTC 2021","1655","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module should be enabled by default",""
"passed","Tue Nov 30 15:51:08 UTC 2021","Tue Nov 30 15:51:10 UTC 2021","2481","","specs/homepage.test.js","Homepage","","","Should display ""HelloWord"" text on page",""
"passed","Tue Nov 30 15:51:35 UTC 2021","Tue Nov 30 15:51:37 UTC 2021","1730","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module state should toggle to an inverse state",""
"passed","Tue Nov 30 15:51:32 UTC 2021","Tue Nov 30 15:51:33 UTC 2021","1740","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module state should revert back to original state",""
"passed","Tue Nov 30 15:51:33 UTC 2021","Tue Nov 30 15:51:35 UTC 2021","1423","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module should be disabled by default",""
"failed","Tue Nov 30 15:51:38 UTC 2021","Tue Nov 30 15:52:00 UTC 2021","22008","","specs/jetpack-boost/speed-score.test.js","Speed Score feature","","","Should display a mobile and desktop speed score greater than zero",""
"passed","Tue Nov 30 15:51:10 UTC 2021","Tue Nov 30 15:51:11 UTC 2021","1406","","specs/homepage.test.js","Homepage","","","Should include the jetpack boost meta tag(s)",""
"skipped","Tue Nov 30 15:51:11 UTC 2021","Tue Nov 30 15:51:11 UTC 2021","0","","specs/homepage.test.js","Homepage","","","Should be ready",""
"passed","Tue Nov 30 15:51:37 UTC 2021","Tue Nov 30 15:51:38 UTC 2021","1759","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module state should revert back to original state",""
"passed","Tue Nov 30 15:51:30 UTC 2021","Tue Nov 30 15:51:32 UTC 2021","1923","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module state should toggle to an inverse state",""
"passed","Tue Nov 30 15:51:26 UTC 2021","Tue Nov 30 15:51:28 UTC 2021","2577","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module state should revert back to original state",""
