"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 13 06:40:43 UTC 2021","Mon Dec 13 06:40:47 UTC 2021","3562","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module state should revert back to original state",""
"passed","Mon Dec 13 06:41:07 UTC 2021","Mon Dec 13 06:41:10 UTC 2021","2463","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module state should revert back to original state",""
"passed","Mon Dec 13 06:40:24 UTC 2021","Mon Dec 13 06:40:27 UTC 2021","2603","","specs/homepage.test.js","Homepage","","","Should display ""HelloWord"" text on page",""
"skipped","Mon Dec 13 06:40:29 UTC 2021","Mon Dec 13 06:40:29 UTC 2021","0","","specs/homepage.test.js","Homepage","","","Should be ready",""
"passed","Mon Dec 13 06:41:10 UTC 2021","Mon Dec 13 06:41:12 UTC 2021","2281","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module should be disabled by default",""
"failed","Mon Dec 13 06:41:24 UTC 2021","Mon Dec 13 06:41:26 UTC 2021","2827","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module state should revert back to original state",""
"passed","Mon Dec 13 06:40:52 UTC 2021","Mon Dec 13 06:40:59 UTC 2021","6328","","specs/jetpack-boost/speed-score.test.js","Speed Score feature","","","Should display a mobile and desktop speed score greater than zero",""
"failed","Mon Dec 13 06:40:49 UTC 2021","Mon Dec 13 06:40:52 UTC 2021","2380","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module state should toggle to an inverse state",""
"passed","Mon Dec 13 06:40:37 UTC 2021","Mon Dec 13 06:40:40 UTC 2021","2702","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module should be disabled by default",""
"failed","Mon Dec 13 06:41:12 UTC 2021","Mon Dec 13 06:41:14 UTC 2021","2401","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module state should toggle to an inverse state",""
"passed","Mon Dec 13 06:40:27 UTC 2021","Mon Dec 13 06:40:29 UTC 2021","2293","","specs/homepage.test.js","Homepage","","","Should include the jetpack boost meta tag(s)",""
"passed","Mon Dec 13 06:40:40 UTC 2021","Mon Dec 13 06:40:43 UTC 2021","3279","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module state should toggle to an inverse state",""
"passed","Mon Dec 13 06:40:47 UTC 2021","Mon Dec 13 06:40:49 UTC 2021","2531","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module should be disabled by default",""
