"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Aug 25 16:18:49 UTC 2021","Wed Aug 25 16:18:49 UTC 2021","96","specs","","pro-blocks.test.js","","","WordAds block","
### Test
```typescript
async () => {
  await (0, _prerequisites.prerequisitesBuilder)()
    .withActiveModules([""wordads""])
    .build();
  let blockId;
  await (0, _reporter.testStep)(""Add a WordAds block"", async () => {
    await blockEditor.waitForAvailableBlock(_wordAds.default.name());
    blockId = await blockEditor.insertBlock(
      _wordAds.default.name(),
      _wordAds.default.title()
    );
    await blockEditor.selectPostTitle();
  });
  await (0, _reporter.testStep)(
    ""Switch to Wide Skyscraper ad format"",
    async () => {
      const adBlock = new _wordAds.default(blockId, page);
      await adBlock.focus();
      await adBlock.switchFormat(4); // switch to Wide Skyscraper ad format
    }
  );
  await (0, _reporter.testStep)(
    ""Publish a post and assert that WordAds block is rendered"",
    async () => {
      await blockEditor.selectPostTitle();
      await blockEditor.publishPost();
      await blockEditor.viewPost();
      const frontend = await _postFrontend.default.init(page);

      expect(
        await frontend.isRenderedBlockPresent(_wordAds.default)
      ).toBeTruthy();
    }
  );
};

```
"
"passed","Wed Aug 25 16:18:38 UTC 2021","Wed Aug 25 16:18:49 UTC 2021","11498","specs","","pro-blocks.test.js","","","Pay with PayPal","
### Test
```typescript
async () => {
  let blockId;
  await (0, _reporter.testStep)(""Add a Pay with PayPal block"", async () => {
    blockId = await blockEditor.insertBlock(
      _simplePayments.default.name(),
      _simplePayments.default.title()
    );
  });
  await (0, _reporter.testStep)(
    ""Fill details of Pay with PayPal block"",
    async () => {
      const spBlock = new _simplePayments.default(blockId, page);
      await spBlock.fillDetails();
    }
  );
  await (0, _reporter.testStep)(
    ""Publish a post and assert that Pay with PayPal block is rendered"",
    async () => {
      await blockEditor.setTitle(""Pay with PayPal block"");
      await blockEditor.publishPost();
      await blockEditor.viewPost();
      const frontend = await _postFrontend.default.init(page);

      expect(
        await frontend.isRenderedBlockPresent(_simplePayments.default)
      ).toBeTruthy();
    }
  );
};

```
"
"passed","Wed Aug 25 16:19:03 UTC 2021","Wed Aug 25 16:19:15 UTC 2021","12526","specs","","free-blocks.test.js","","","Pinterest block","
### Test
```typescript
async () => {
  const pinId = _config.default.get(""blocks.pinterest.pinId"");

  await (0, _reporter.testStep)(""Add a Pinterest block"", async () => {
    const blockId = await blockEditor.insertBlock(
      _pinterest.default.name(),
      _pinterest.default.title()
    );
    const pinterestBlock = new _pinterest.default(blockId, page, pinId);
    await pinterestBlock.addEmbed();
  });
  await (0, _reporter.testStep)(
    ""Publish a post with a Pinterest block"",
    async () => {
      await blockEditor.selectPostTitle();
      await blockEditor.publishPost();
      await blockEditor.viewPost();
    }
  );
  await (0, _reporter.testStep)(
    ""Can assert that Pinterest block is rendered"",
    async () => {
      const frontend = await _postFrontend.default.init(page);

      expect(
        await frontend.isRenderedBlockPresent(_pinterest.default, {
          pinId,
        })
      ).toBeTruthy();
    }
  );
};

```
"
"passed","Wed Aug 25 16:18:22 UTC 2021","Wed Aug 25 16:18:33 UTC 2021","10991","specs","","pro-blocks.test.js","","","MailChimp Block","
### Test
```typescript
async () => {
  let blockId;
  await (0, _reporter.testStep)(""Add a MailChimp block"", async () => {
    blockId = await blockEditor.insertBlock(
      _mailchimp.default.name(),
      _mailchimp.default.title()
    );
  });
  await (0, _reporter.testStep)(""Connect to MailChimp"", async () => {
    const mcBlock = new _mailchimp.default(blockId, page);
    await mcBlock.connect();
  });
  await (0, _reporter.testStep)(
    ""Publish a post and assert that MailChimp block is rendered"",
    async () => {
      await blockEditor.selectPostTitle();
      await blockEditor.publishPost();
      await blockEditor.viewPost();
      const frontend = await _postFrontend.default.init(page);

      expect(
        await frontend.isRenderedBlockPresent(_mailchimp.default)
      ).toBeTruthy();
    }
  );
};

```
"
"passed","Wed Aug 25 16:19:20 UTC 2021","Wed Aug 25 16:19:33 UTC 2021","13504","specs","","free-blocks.test.js","","","Eventbrite block","
### Test
```typescript
async () => {
  const eventId = ""112691417062"";
  await (0, _reporter.testStep)(
    ""Can visit the block editor and add a Eventbrite block"",
    async () => {
      const blockId = await blockEditor.insertBlock(
        _eventbrite.default.name(),
        _eventbrite.default.title()
      );
      const eventbriteBlock = new _eventbrite.default(blockId, page, eventId);
      await eventbriteBlock.addEmbed();
    }
  );
  await (0, _reporter.testStep)(
    ""Can publish a post with a Eventbrite block"",
    async () => {
      await blockEditor.selectPostTitle();
      await blockEditor.publishPost();
      await blockEditor.viewPost();
    }
  );
  await (0, _reporter.testStep)(
    ""Can assert that Eventbrite block is rendered"",
    async () => {
      const frontend = await _postFrontend.default.init(page);

      expect(
        await frontend.isRenderedBlockPresent(_eventbrite.default, {
          eventId,
        })
      ).toBeTruthy();
    }
  );
};

```
"
