"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 06 19:29:55 UTC 2022","Thu Jan 06 19:30:01 UTC 2022","6259","","specs/common.test.js","","","","Click on the plugins page should navigate to Boost settings page",""
"passed","Thu Jan 06 19:33:09 UTC 2022","Thu Jan 06 19:33:11 UTC 2022","1731","","specs/speed-score.test.js","Speed Score feature","","","The Speed Score section should display a mobile and desktop speed score greater than zero",""
"passed","Thu Jan 06 19:30:43 UTC 2022","Thu Jan 06 19:30:51 UTC 2022","7465","","specs/connection.test.js","Settings Page Connection","","","Should connect to WP.com on a fresh install with Jetpack plugin activated",""
"passed","Thu Jan 06 19:31:36 UTC 2022","Thu Jan 06 19:31:52 UTC 2022","15841","","specs/critical-css.test.js","Critical CSS module","","","Critical CSS should be generated with an error (advanced recommendations)",""
"passed","Thu Jan 06 19:31:06 UTC 2022","Thu Jan 06 19:31:08 UTC 2022","2456","","specs/critical-css.test.js","Critical CSS module","","","No Critical CSS should be available on the frontend when the module is inactive",""
"passed","Thu Jan 06 19:31:22 UTC 2022","Thu Jan 06 19:31:23 UTC 2022","395","","specs/critical-css.test.js","Critical CSS module","","","Critical CSS should be available on the frontend when the module is active",""
"passed","Thu Jan 06 19:31:08 UTC 2022","Thu Jan 06 19:31:18 UTC 2022","9644","","specs/critical-css.test.js","Critical CSS module","","","Critical CSS should be generated when the module is active",""
"passed","Thu Jan 06 19:32:40 UTC 2022","Thu Jan 06 19:32:44 UTC 2022","3058","","specs/lazy-images.test.js","Lazy Images module","","","Images on a post should be lazy loaded when the module is active",""
"passed","Thu Jan 06 19:30:01 UTC 2022","Thu Jan 06 19:30:04 UTC 2022","3443","","specs/common.test.js","","","","Click on the sidebar Boost Jetpack submenu should navigate to Boost settings page",""
"passed","Thu Jan 06 19:31:03 UTC 2022","Thu Jan 06 19:31:06 UTC 2022","2808","","specs/critical-css.test.js","Critical CSS module","","","No Critical CSS meta information should show on the admin when the module is inactive",""
"passed","Thu Jan 06 19:31:52 UTC 2022","Thu Jan 06 19:31:55 UTC 2022","2816","","specs/critical-css.test.js","Critical CSS module","","","User can access the Critical advanced recommendations and go back to settings page",""
"passed","Thu Jan 06 19:32:03 UTC 2022","Thu Jan 06 19:32:09 UTC 2022","6063","","specs/jetpack-compatibility.test.js","Jetpack compatibility","","","The Jetpack lazy-image module activation reflects in Boost dashboard",""
"passed","Thu Jan 06 19:32:57 UTC 2022","Thu Jan 06 19:32:57 UTC 2022","72","","specs/modules-common.test.js","Modules","","","The lazy-images module should be disabled by default",""
"passed","Thu Jan 06 19:31:23 UTC 2022","Thu Jan 06 19:31:36 UTC 2022","13262","","specs/critical-css.test.js","Critical CSS module","","","Critical CSS Admin message should show when the theme is changed",""
"passed","Thu Jan 06 19:32:58 UTC 2022","Thu Jan 06 19:32:58 UTC 2022","44","","specs/modules-common.test.js","Modules","","","The render-blocking-js module should be disabled by default",""
"passed","Thu Jan 06 19:32:59 UTC 2022","Thu Jan 06 19:32:59 UTC 2022","304","","specs/modules-common.test.js","Modules","","","The render-blocking-js module state should revert back to original state",""
"passed","Thu Jan 06 19:33:07 UTC 2022","Thu Jan 06 19:33:09 UTC 2022","2811","","specs/render-blocking-js.test.js","Render Blocking JS module","","","JavaScript on a post should be pushed at the bottom of the document when the module is active",""
"passed","Thu Jan 06 19:32:09 UTC 2022","Thu Jan 06 19:32:16 UTC 2022","6397","","specs/jetpack-compatibility.test.js","Jetpack compatibility","","","The Jetpack lazy-image module deactivation reflects in Boost dashboard",""
"passed","Thu Jan 06 19:30:33 UTC 2022","Thu Jan 06 19:30:43 UTC 2022","9988","","specs/connection.test.js","Settings Page Connection","","","Should connect to WP.com on a fresh install with Jetpack plugin activated and Jetpack already connected",""
"passed","Thu Jan 06 19:32:56 UTC 2022","Thu Jan 06 19:32:57 UTC 2022","378","","specs/modules-common.test.js","Modules","","","The critical-css module state should toggle to an inverse state",""
"passed","Thu Jan 06 19:32:16 UTC 2022","Thu Jan 06 19:32:23 UTC 2022","7011","","specs/jetpack-compatibility.test.js","Jetpack compatibility","","","The Boost lazy-image module activation reflects in Jetpack dashboard",""
"passed","Thu Jan 06 19:31:18 UTC 2022","Thu Jan 06 19:31:22 UTC 2022","4703","","specs/critical-css.test.js","Critical CSS module","","","Critical CSS meta information should show on the admin when the module is re-activated",""
"passed","Thu Jan 06 19:32:58 UTC 2022","Thu Jan 06 19:32:59 UTC 2022","309","","specs/modules-common.test.js","Modules","","","The render-blocking-js module state should toggle to an inverse state",""
"passed","Thu Jan 06 19:33:03 UTC 2022","Thu Jan 06 19:33:07 UTC 2022","3358","","specs/render-blocking-js.test.js","Render Blocking JS module","","","JavaScript on a post should be at its original position in the document when the module is inactive",""
"passed","Thu Jan 06 19:32:23 UTC 2022","Thu Jan 06 19:32:30 UTC 2022","7699","","specs/jetpack-compatibility.test.js","Jetpack compatibility","","","The Boost lazy-image module deactivation reflects in Jetpack dashboard",""
"passed","Thu Jan 06 19:32:57 UTC 2022","Thu Jan 06 19:32:58 UTC 2022","606","","specs/modules-common.test.js","Modules","","","The lazy-images module state should toggle to an inverse state",""
"passed","Thu Jan 06 19:32:57 UTC 2022","Thu Jan 06 19:32:57 UTC 2022","339","","specs/modules-common.test.js","Modules","","","The critical-css module state should revert back to original state",""
"passed","Thu Jan 06 19:32:56 UTC 2022","Thu Jan 06 19:32:56 UTC 2022","92","","specs/modules-common.test.js","Modules","","","The critical-css module should be disabled by default",""
