"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 13 17:08:23 UTC 2021","Mon Dec 13 17:08:25 UTC 2021","2033","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module state should toggle to an inverse state",""
"failed","Mon Dec 13 17:08:35 UTC 2021","Mon Dec 13 17:08:37 UTC 2021","1528","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module state should revert back to original state",""
"skipped","Mon Dec 13 17:08:14 UTC 2021","Mon Dec 13 17:08:14 UTC 2021","0","","specs/homepage.test.js","Homepage","","","Should be ready",""
"passed","Mon Dec 13 17:08:21 UTC 2021","Mon Dec 13 17:08:23 UTC 2021","1419","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module should be disabled by default",""
"passed","Mon Dec 13 17:08:32 UTC 2021","Mon Dec 13 17:08:34 UTC 2021","1815","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module should be disabled by default",""
"passed","Mon Dec 13 17:08:28 UTC 2021","Mon Dec 13 17:08:29 UTC 2021","1327","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module should be disabled by default",""
"passed","Mon Dec 13 17:08:37 UTC 2021","Mon Dec 13 17:08:39 UTC 2021","1678","","specs/jetpack-boost/speed-score.test.js","Speed Score feature","","","Should display a mobile and desktop speed score greater than zero",""
"passed","Mon Dec 13 17:08:34 UTC 2021","Mon Dec 13 17:08:35 UTC 2021","1476","","specs/jetpack-boost/modules-common.test.js","Modules","","","The render-blocking-js module state should toggle to an inverse state",""
"passed","Mon Dec 13 17:08:13 UTC 2021","Mon Dec 13 17:08:14 UTC 2021","1176","","specs/homepage.test.js","Homepage","","","Should include the jetpack boost meta tag(s)",""
"passed","Mon Dec 13 17:08:29 UTC 2021","Mon Dec 13 17:08:31 UTC 2021","1540","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module state should toggle to an inverse state",""
"passed","Mon Dec 13 17:08:25 UTC 2021","Mon Dec 13 17:08:28 UTC 2021","2912","","specs/jetpack-boost/modules-common.test.js","Modules","","","The critical-css module state should revert back to original state",""
"passed","Mon Dec 13 17:08:31 UTC 2021","Mon Dec 13 17:08:32 UTC 2021","1457","","specs/jetpack-boost/modules-common.test.js","Modules","","","The lazy-images module state should revert back to original state",""
"passed","Mon Dec 13 17:08:11 UTC 2021","Mon Dec 13 17:08:13 UTC 2021","1713","","specs/homepage.test.js","Homepage","","","Should display ""HelloWord"" text on page",""
